AIDS診斷年份,AIDS診斷月份,縣市別,性別,診斷年齡分組,個案數
2016,1,新北市,男,35-44,6
2016,1,新北市,男,45-54,2
2016,1,新竹市,男,35-44,1
2016,1,新竹縣,男,25-34,1
2016,1,新竹縣,男,35-44,1
2016,1,嘉義縣,男,35-44,1
2016,1,嘉義縣,男,55-64,1
2016,1,彰化縣,男,15-24,1
2016,2,台中市,男,15-24,1
2016,2,台中市,男,25-34,4
2016,2,台中市,男,35-44,1
2016,2,台中市,男,45-54,3
2016,2,台北市,男,25-34,4
2016,2,台北市,男,35-44,2
2016,2,台北市,男,45-54,2
2016,2,台北市,男,55-64,2
2016,2,台南市,女,55-64,1
2016,2,台南市,男,15-24,4
2016,2,台南市,男,25-34,5
2016,2,台南市,男,35-44,2
2016,2,宜蘭縣,男,25-34,1
2016,2,花蓮縣,男,15-24,3
2016,2,花蓮縣,男,65以上,1
2016,2,南投縣,男,25-34,1
2016,2,屏東縣,男,25-34,5
2016,2,苗栗縣,男,15-24,1
2016,2,苗栗縣,男,35-44,1
2016,2,苗栗縣,男,45-54,1
2016,2,桃園市,男,15-24,2
2016,2,桃園市,男,25-34,3
2016,2,桃園市,男,35-44,2
2016,2,桃園市,男,45-54,1
2016,2,高雄市,女,35-44,1
2016,2,高雄市,男,15-24,1
2016,2,高雄市,男,25-34,8
2016,2,高雄市,男,35-44,8
2016,2,高雄市,男,45-54,2
2016,2,高雄市,男,55-64,1
2016,2,基隆市,女,65以上,1
2016,2,基隆市,男,35-44,1
2016,2,基隆市,男,45-54,2
2016,2,基隆市,男,65以上,1
2016,2,雲林縣,男,25-34,5
2016,2,雲林縣,男,35-44,1
2016,2,雲林縣,男,45-54,1
2016,2,雲林縣,男,55-64,1
2016,2,新北市,女,25-34,1
2016,2,新北市,男,15-24,2
2016,2,新北市,男,25-34,3
2016,2,新北市,男,35-44,7
2016,2,新北市,男,45-54,3
2016,2,新北市,男,55-64,1
2016,2,新竹市,男,25-34,1
2016,2,新竹市,男,35-44,1
2016,2,新竹縣,女,35-44,1
2016,2,新竹縣,男,15-24,1
2016,2,新竹縣,男,25-34,2
2016,2,新竹縣,男,35-44,1
2016,2,嘉義市,男,25-34,1
2016,2,彰化縣,女,35-44,1
2016,2,彰化縣,男,15-24,1
2016,2,彰化縣,男,35-44,1
2016,2,彰化縣,男,45-54,1
2016,3,台中市,男,15-24,4
2016,3,台中市,男,25-34,4
2016,3,台中市,男,35-44,4
2016,3,台中市,男,45-54,2
2016,3,台北市,女,25-34,1
2016,3,台北市,男,15-24,1
2016,3,台北市,男,25-34,8
2016,3,台北市,男,35-44,4
2016,3,台北市,男,45-54,4
2016,3,台北市,男,55-64,1
2016,3,台東縣,男,45-54,1
2016,3,台南市,男,25-34,4
2016,3,台南市,男,35-44,3
2016,3,宜蘭縣,男,25-34,1
2016,3,花蓮縣,男,25-34,2
2016,3,南投縣,男,25-34,1
2016,3,南投縣,男,35-44,1
2016,3,南投縣,男,45-54,1
2016,3,屏東縣,女,45-54,1
2016,3,屏東縣,男,15-24,1
2016,3,屏東縣,男,45-54,1
2016,3,苗栗縣,男,25-34,1
2016,3,桃園市,女,35-44,3
2016,3,桃園市,女,45-54,1
2016,3,桃園市,男,15-24,3
2016,3,桃園市,男,25-34,5
2016,3,桃園市,男,35-44,2
2016,3,高雄市,男,15-24,1
2016,3,高雄市,男,25-34,8
2016,3,高雄市,男,35-44,3
2016,3,高雄市,男,45-54,1
2016,3,基隆市,男,25-34,1
2016,3,基隆市,男,45-54,1
2016,3,基隆市,男,55-64,1
2016,3,雲林縣,男,15-24,1
2016,3,雲林縣,男,25-34,1
2016,3,雲林縣,男,35-44,2
2016,3,雲林縣,男,45-54,1
2016,3,新北市,男,15-24,7
2016,3,新北市,男,25-34,10
2016,3,新北市,男,35-44,2
2016,3,新北市,男,45-54,1
2016,3,新北市,男,55-64,2
2016,3,新北市,男,65以上,1
2016,3,新竹市,男,15-24,1
2016,3,新竹市,男,25-34,3
2016,3,新竹市,男,45-54,1
2016,3,新竹縣,女,45-54,1
2016,3,新竹縣,男,35-44,1
2016,3,嘉義市,男,55-64,1
2016,3,嘉義縣,男,25-34,1
2016,3,彰化縣,男,25-34,1
2016,3,彰化縣,男,35-44,1
2016,4,台中市,女,65以上,1
2016,4,台中市,男,15-24,1
2016,4,台中市,男,25-34,9
2016,4,台中市,男,35-44,2
2016,4,台中市,男,45-54,1
2016,4,台中市,男,65以上,2
2016,4,台北市,男,15-24,1
2016,4,台北市,男,25-34,6
2016,4,台北市,男,35-44,4
2016,4,台北市,男,45-54,3
2016,4,台北市,男,65以上,1
2016,4,台南市,男,15-24,4
2016,4,台南市,男,25-34,5
2016,4,台南市,男,35-44,2
2016,4,台南市,男,45-54,4
2016,4,宜蘭縣,男,25-34,1
2016,4,花蓮縣,男,15-24,1
2016,4,南投縣,男,15-24,1
2016,4,南投縣,男,25-34,2
2016,4,南投縣,男,45-54,1
2016,4,屏東縣,男,15-24,1
2016,4,屏東縣,男,25-34,1
2016,4,屏東縣,男,35-44,1
2016,4,屏東縣,男,45-54,1
2016,4,苗栗縣,男,25-34,1
2016,4,桃園市,男,15-24,1
2016,4,桃園市,男,25-34,3
2016,4,桃園市,男,35-44,4
2016,4,桃園市,男,45-54,1
2016,4,高雄市,女,35-44,2
2016,4,高雄市,男,15-24,1
2016,4,高雄市,男,25-34,3
2016,4,高雄市,男,35-44,5
2016,4,高雄市,男,45-54,4
2016,4,基隆市,女,45-54,1
2016,4,基隆市,男,35-44,1
2016,4,基隆市,男,55-64,1
2016,4,雲林縣,男,25-34,1
2016,4,新北市,女,35-44,1
2016,4,新北市,女,55-64,1
2016,4,新北市,男,15-24,4
2016,4,新北市,男,25-34,16
2016,4,新北市,男,35-44,3
2016,4,新北市,男,45-54,3
2016,4,新北市,男,55-64,3
2016,4,新竹市,男,25-34,1
2016,4,彰化縣,女,35-44,1
2016,4,彰化縣,男,15-24,2
2016,4,彰化縣,男,25-34,1
2016,4,彰化縣,男,35-44,1
2016,4,彰化縣,男,45-54,1
2016,5,台中市,女,55-64,1
2016,5,台中市,男,15-24,3
2016,5,台中市,男,25-34,9
2016,5,台中市,男,35-44,7
2016,5,台中市,男,65以上,2
2016,5,台北市,女,35-44,1
2016,5,台北市,男,25-34,9
2016,5,台北市,男,35-44,5
2016,5,台北市,男,45-54,1
2016,5,台北市,男,55-64,4
2016,5,台北市,男,65以上,2
2016,5,台東縣,男,25-34,1
2016,5,台南市,女,35-44,1
2016,5,台南市,男,15-24,5
2016,5,台南市,男,25-34,2
2016,5,台南市,男,35-44,2
2016,5,花蓮縣,男,15-24,2
2016,5,花蓮縣,男,25-34,1
2016,5,南投縣,男,25-34,1
2016,5,南投縣,男,45-54,1
2016,5,屏東縣,女,35-44,1
2016,5,屏東縣,男,25-34,1
2016,5,屏東縣,男,35-44,1
2016,5,屏東縣,男,45-54,1
2016,5,屏東縣,男,55-64,1
2016,5,苗栗縣,男,25-34,2
2016,5,苗栗縣,男,35-44,2
2016,5,苗栗縣,男,45-54,1
2016,5,桃園市,女,35-44,1
2016,5,桃園市,男,15-24,3
2016,5,桃園市,男,25-34,5
2016,5,桃園市,男,35-44,2
2016,5,桃園市,男,45-54,3
2016,5,高雄市,男,15-24,3
2016,5,高雄市,男,25-34,11
2016,5,高雄市,男,35-44,2
2016,5,高雄市,男,45-54,2
2016,5,基隆市,男,25-34,1
2016,5,基隆市,男,35-44,1
2016,5,雲林縣,男,35-44,2
2016,5,雲林縣,男,45-54,1
2016,5,雲林縣,男,55-64,1
2016,5,新北市,女,25-34,1
2016,5,新北市,女,35-44,1
2016,5,新北市,男,15-24,2
2016,5,新北市,男,25-34,6
2016,5,新北市,男,35-44,6
2016,5,新北市,男,45-54,4
2016,5,新北市,男,55-64,1
2016,5,新竹市,男,35-44,1
2016,5,新竹縣,男,25-34,1
2016,5,新竹縣,男,35-44,1
2016,5,新竹縣,男,55-64,1
2016,5,嘉義縣,男,25-34,1
2016,5,嘉義縣,男,35-44,1
2016,5,彰化縣,男,15-24,1
2016,5,彰化縣,男,35-44,3
2016,6,台中市,女,35-44,1
2016,6,台中市,男,15-24,4
2016,6,台中市,男,25-34,7
2016,6,台中市,男,35-44,5
2016,6,台中市,男,45-54,2
2016,6,台北市,男,15-24,2
2016,6,台北市,男,25-34,6
2016,6,台北市,男,35-44,3
2016,6,台北市,男,45-54,2
2016,6,台南市,男,25-34,5
2016,6,台南市,男,35-44,1
2016,6,宜蘭縣,男,25-34,1
2016,6,花蓮縣,男,45-54,1
2016,6,金門縣,男,25-34,1
2016,6,南投縣,男,15-24,1
2016,6,南投縣,男,35-44,2
2016,6,南投縣,男,45-54,1
2016,6,屏東縣,男,25-34,3
2016,6,屏東縣,男,35-44,3
2016,6,屏東縣,男,45-54,2
2016,6,屏東縣,男,55-64,1
2016,6,屏東縣,男,65以上,1
2016,6,苗栗縣,男,25-34,1
2016,6,桃園市,女,35-44,1
2016,6,桃園市,男,15-24,1
2016,6,桃園市,男,25-34,2
2016,6,桃園市,男,35-44,7
2016,6,桃園市,男,45-54,2
2016,6,高雄市,女,25-34,1
2016,6,高雄市,男,15-24,3
2016,6,高雄市,男,25-34,8
2016,6,高雄市,男,35-44,6
2016,6,高雄市,男,45-54,2
2016,6,基隆市,女,25-34,1
2016,6,基隆市,男,25-34,1
2016,6,雲林縣,男,25-34,1
2016,6,雲林縣,男,35-44,2
2016,6,新北市,男,15-24,3
2016,6,新北市,男,25-34,9
2016,6,新北市,男,35-44,5
2016,6,新北市,男,45-54,2
2016,6,新北市,男,65以上,2
2016,6,新竹市,女,55-64,1
2016,6,新竹市,男,25-34,1
2016,6,新竹市,男,35-44,1
2016,6,新竹縣,男,25-34,1
2016,6,嘉義市,男,25-34,1
2016,6,彰化縣,男,25-34,1
2016,6,彰化縣,男,45-54,1
2016,7,台中市,女,45-54,1
2016,7,台中市,男,15-24,3
2016,7,台中市,男,25-34,4
2016,7,台中市,男,35-44,3
2016,7,台中市,男,45-54,1
2016,7,台中市,男,55-64,1
2016,7,台北市,女,35-44,1
2016,7,台北市,男,15-24,1
2016,7,台北市,男,25-34,10
2016,7,台北市,男,35-44,3
2016,7,台北市,男,45-54,2
2016,7,台東縣,男,15-24,2
2016,7,台東縣,男,25-34,1
2016,7,台南市,男,15-24,1
2016,7,台南市,男,25-34,4
2016,7,台南市,男,35-44,3
2016,7,台南市,男,45-54,1
2016,7,宜蘭縣,男,25-34,1
2016,7,宜蘭縣,男,45-54,1
2016,7,南投縣,男,15-24,1
2016,7,南投縣,男,35-44,1
2016,7,南投縣,男,55-64,2
2016,7,屏東縣,男,15-24,1
2016,7,屏東縣,男,25-34,1
2016,7,屏東縣,男,35-44,1
2016,7,苗栗縣,男,15-24,1
2016,7,苗栗縣,男,25-34,1
2016,7,桃園市,女,25-34,1
2016,7,桃園市,女,35-44,1
2016,7,桃園市,女,65以上,1
2016,7,桃園市,男,15-24,2
2016,7,桃園市,男,25-34,5
2016,7,桃園市,男,35-44,1
2016,7,桃園市,男,55-64,1
2016,7,高雄市,女,25-34,1
2016,7,高雄市,女,45-54,1
2016,7,高雄市,男,15-24,1
2016,7,高雄市,男,25-34,7
2016,7,高雄市,男,35-44,4
2016,7,高雄市,男,45-54,2
2016,7,基隆市,男,35-44,2
2016,7,基隆市,男,45-54,1
2016,7,雲林縣,男,25-34,1
2016,7,新北市,女,45-54,1
2016,7,新北市,男,15-24,2
2016,7,新北市,男,25-34,8
2016,7,新北市,男,35-44,6
2016,7,新北市,男,65以上,1
2016,7,新竹市,男,15-24,1
2016,7,新竹市,男,35-44,2
2016,7,新竹縣,男,35-44,1
2016,7,嘉義縣,男,35-44,1
2016,7,彰化縣,男,25-34,1
2016,7,彰化縣,男,45-54,1
2016,8,台中市,男,15-24,2
2016,8,台中市,男,25-34,5
2016,8,台中市,男,35-44,1
2016,8,台中市,男,45-54,1
2016,8,台北市,男,15-24,1
2016,8,台北市,男,25-34,8
2016,8,台北市,男,35-44,2
2016,8,台東縣,男,25-34,1
2016,8,台南市,女,45-54,1
2016,8,台南市,男,15-24,1
2016,8,台南市,男,45-54,2
2016,8,宜蘭縣,男,25-34,1
2016,8,宜蘭縣,男,35-44,1
2016,8,花蓮縣,男,25-34,3
2016,8,花蓮縣,男,45-54,1
2016,8,南投縣,男,35-44,1
2016,8,屏東縣,男,25-34,1
2016,8,屏東縣,男,45-54,1
2016,8,桃園市,男,15-24,1
2016,8,桃園市,男,25-34,7
2016,8,桃園市,男,35-44,5
2016,8,桃園市,男,45-54,3
2016,8,高雄市,女,25-34,1
2016,8,高雄市,女,35-44,2
2016,8,高雄市,男,15-24,4
2016,8,高雄市,男,25-34,4
2016,8,高雄市,男,35-44,7
2016,8,高雄市,男,45-54,4
2016,8,基隆市,男,15-24,1
2016,8,基隆市,男,25-34,2
2016,8,基隆市,男,35-44,1
2016,8,基隆市,男,45-54,1
2016,8,雲林縣,男,35-44,1
2016,8,雲林縣,男,55-64,2
2016,8,新北市,女,45-54,2
2016,8,新北市,男,15-24,4
2016,8,新北市,男,25-34,7
2016,8,新北市,男,35-44,5
2016,8,新北市,男,45-54,3
2016,8,新北市,男,55-64,2
2016,8,新北市,男,65以上,2
2016,8,新竹市,男,15-24,1
2016,8,新竹縣,男,25-34,3
2016,8,嘉義縣,男,35-44,1
2016,8,彰化縣,女,25-34,1
2016,8,彰化縣,女,65以上,1
2016,8,彰化縣,男,25-34,1
2016,8,彰化縣,男,35-44,2
2016,8,彰化縣,男,55-64,1
2016,8,澎湖縣,女,25-34,1
2016,9,台中市,男,15-24,1
2016,9,台中市,男,25-34,10
2016,9,台中市,男,35-44,1
2016,9,台中市,男,45-54,1
2016,9,台北市,男,15-24,2
2016,9,台北市,男,25-34,6
2016,9,台北市,男,35-44,3
2016,9,台北市,男,45-54,2
2016,9,台南市,女,45-54,1
2016,9,台南市,男,25-34,5
2016,9,台南市,男,35-44,2
2016,9,台南市,男,45-54,1
2016,9,台南市,男,55-64,1
2016,9,花蓮縣,男,25-34,3
2016,9,花蓮縣,男,35-44,2
2016,9,花蓮縣,男,45-54,1
2016,9,南投縣,男,15-24,1
2016,9,屏東縣,男,35-44,2
2016,9,屏東縣,男,45-54,2
2016,9,屏東縣,男,55-64,1
2016,9,苗栗縣,男,25-34,1
2016,9,苗栗縣,男,45-54,1
2016,9,桃園市,女,35-44,2
2016,9,桃園市,男,15-24,2
2016,9,桃園市,男,25-34,3
2016,9,桃園市,男,35-44,4
2016,9,高雄市,女,55-64,1
2016,9,高雄市,男,15-24,1
2016,9,高雄市,男,25-34,2
2016,9,高雄市,男,35-44,6
2016,9,高雄市,男,65以上,1
2016,9,基隆市,男,35-44,1
2016,9,雲林縣,男,25-34,1
2016,9,雲林縣,男,35-44,1
2016,9,雲林縣,男,45-54,1
2016,9,新北市,女,15-24,1
2016,9,新北市,男,15-24,8
2016,9,新北市,男,25-34,12
2016,9,新北市,男,35-44,4
2016,9,新北市,男,45-54,1
2016,9,新竹市,男,15-24,1
2016,9,新竹市,男,35-44,1
2016,9,新竹市,男,45-54,2
2016,9,新竹縣,男,25-34,1
2016,9,新竹縣,男,35-44,1
2016,9,嘉義市,男,25-34,1
2016,9,嘉義縣,男,15-24,1
2016,9,彰化縣,男,25-34,1
2016,9,彰化縣,男,35-44,1
2016,9,彰化縣,男,45-54,3
2016,9,澎湖縣,男,35-44,1
2016,10,台中市,女,25-34,1
2016,10,台中市,男,25-34,17
2016,10,台中市,男,35-44,7
2016,10,台中市,男,45-54,2
2016,10,台中市,男,55-64,2
2016,10,台北市,女,35-44,1
2016,10,台北市,男,25-34,5
2016,10,台北市,男,35-44,3
2016,10,台北市,男,45-54,3
2016,10,台南市,男,25-34,3
2016,10,台南市,男,35-44,7
2016,10,宜蘭縣,男,25-34,1
2016,10,宜蘭縣,男,35-44,1
2016,10,花蓮縣,男,25-34,1
2016,10,南投縣,男,15-24,1
2016,10,南投縣,男,45-54,1
2016,10,屏東縣,男,15-24,1
2016,10,屏東縣,男,25-34,1
2016,10,屏東縣,男,35-44,2
2016,10,苗栗縣,男,25-34,1
2016,10,桃園市,女,35-44,1
2016,10,桃園市,男,15-24,1
2016,10,桃園市,男,25-34,4
2016,10,桃園市,男,35-44,7
2016,10,桃園市,男,45-54,1
2016,10,桃園市,男,55-64,1
2016,10,高雄市,男,15-24,1
2016,10,高雄市,男,25-34,2
2016,10,高雄市,男,35-44,4
2016,10,高雄市,男,45-54,2
2016,10,基隆市,男,35-44,1
2016,10,雲林縣,男,25-34,1
2016,10,雲林縣,男,45-54,1
2016,10,新北市,女,45-54,1
2016,10,新北市,男,15-24,1
2016,10,新北市,男,25-34,11
2016,10,新北市,男,35-44,6
2016,10,新北市,男,45-54,3
2016,10,新竹市,男,35-44,1
2016,10,新竹縣,男,15-24,1
2016,10,嘉義縣,男,45-54,1
2016,10,彰化縣,男,25-34,5
2016,10,彰化縣,男,35-44,1
2016,11,台中市,女,25-34,1
2016,11,台中市,男,25-34,5
2016,11,台中市,男,35-44,2
2016,11,台北市,女,55-64,1
2016,11,台北市,男,15-24,1
2016,11,台北市,男,25-34,4
2016,11,台北市,男,35-44,4
2016,11,台北市,男,45-54,1
2016,11,台東縣,男,35-44,2
2016,11,台東縣,男,45-54,1
2016,11,台南市,男,15-24,1
2016,11,台南市,男,25-34,3
2016,11,台南市,男,45-54,1
2016,11,宜蘭縣,男,25-34,1
2016,11,花蓮縣,男,15-24,1
2016,11,花蓮縣,男,25-34,1
2016,11,南投縣,男,15-24,1
2016,11,南投縣,男,25-34,1
2016,11,屏東縣,女,35-44,1
2016,11,屏東縣,男,25-34,1
2016,11,屏東縣,男,35-44,2
2016,11,屏東縣,男,45-54,3
2016,11,桃園市,男,25-34,4
2016,11,桃園市,男,35-44,2
2016,11,桃園市,男,45-54,3
2016,11,桃園市,男,55-64,1
2016,11,桃園市,男,65以上,1
2016,11,高雄市,女,55-64,1
2016,11,高雄市,男,15-24,1
2016,11,高雄市,男,25-34,5
2016,11,高雄市,男,35-44,8
2016,11,高雄市,男,45-54,1
2016,11,雲林縣,女,25-34,1
2016,11,雲林縣,男,35-44,2
2016,11,新北市,女,65以上,1
2016,11,新北市,男,15-24,2
2016,11,新北市,男,25-34,8
2016,11,新北市,男,35-44,6
2016,11,新北市,男,45-54,4
2016,11,新北市,男,55-64,1
2016,11,新竹市,男,25-34,1
2016,11,新竹縣,男,35-44,1
2016,11,新竹縣,男,45-54,1
2016,11,彰化縣,男,15-24,1
2016,11,彰化縣,男,25-34,1
2016,11,彰化縣,男,35-44,1
2016,12,台中市,女,45-54,1
2016,12,台中市,男,15-24,2
2016,12,台中市,男,25-34,9
2016,12,台中市,男,35-44,5
2016,12,台中市,男,45-54,3
2016,12,台中市,男,65以上,1
2016,12,台北市,男,15-24,1
2016,12,台北市,男,25-34,7
2016,12,台北市,男,35-44,5
2016,12,台南市,男,15-24,3
2016,12,台南市,男,25-34,2
2016,12,台南市,男,35-44,2
2016,12,台南市,男,45-54,1
2016,12,宜蘭縣,男,15-24,1
2016,12,花蓮縣,男,25-34,1
2016,12,南投縣,男,25-34,1
2016,12,南投縣,男,35-44,1
2016,12,南投縣,男,55-64,1
2016,12,屏東縣,男,15-24,1
2016,12,屏東縣,男,25-34,1
2016,12,屏東縣,男,35-44,1
2016,12,苗栗縣,男,25-34,1
2016,12,桃園市,女,35-44,1
2016,12,桃園市,男,15-24,1
2016,12,桃園市,男,25-34,4
2016,12,桃園市,男,45-54,1
2016,12,高雄市,女,35-44,1
2016,12,高雄市,男,15-24,3
2016,12,高雄市,男,25-34,2
2016,12,高雄市,男,35-44,4
2016,12,高雄市,男,45-54,5
2016,12,基隆市,男,15-24,1
2016,12,基隆市,男,35-44,2
2016,12,雲林縣,女,45-54,1
2016,12,雲林縣,男,25-34,2
2016,12,雲林縣,男,35-44,2
2016,12,雲林縣,男,55-64,2
2016,12,新北市,女,35-44,1
2016,12,新北市,女,65以上,1
2016,12,新北市,男,15-24,5
2016,12,新北市,男,25-34,9
2016,12,新北市,男,35-44,3
2016,12,新北市,男,45-54,3
2016,12,新竹市,男,15-24,2
2016,12,新竹市,男,35-44,1
2016,12,新竹縣,男,35-44,1
2016,12,嘉義市,男,25-34,1
2016,12,嘉義縣,男,25-34,1
2016,12,彰化縣,男,25-34,1
2017,1,台中市,男,15-24,3
2017,1,台中市,男,25-34,5
2017,1,台中市,男,35-44,4
2017,1,台中市,男,45-54,1
2017,1,台北市,男,15-24,1
2017,1,台北市,男,25-34,7
2017,1,台北市,男,35-44,6
2017,1,台北市,男,65以上,1
2017,1,台南市,女,45-54,1
2017,1,台南市,男,25-34,7
2017,1,台南市,男,35-44,1
2017,1,台南市,男,45-54,3
2017,1,宜蘭縣,男,45-54,1
2017,1,宜蘭縣,男,55-64,1
2017,1,花蓮縣,男,55-64,1
2017,1,南投縣,男,25-34,1
2017,1,屏東縣,男,15-24,2
2017,1,屏東縣,男,25-34,1
2017,1,屏東縣,男,45-54,1
2017,1,桃園市,女,15-24,1
2017,1,桃園市,男,15-24,1
2017,1,桃園市,男,25-34,7
2017,1,桃園市,男,35-44,2
2017,1,高雄市,男,15-24,4
2017,1,高雄市,男,25-34,10
2017,1,高雄市,男,35-44,4
2017,1,高雄市,男,55-64,1
2017,1,高雄市,男,65以上,1
2017,1,基隆市,男,25-34,1
2017,1,雲林縣,男,35-44,1
2017,1,雲林縣,男,55-64,1
2017,1,新北市,男,25-34,9
2017,1,新北市,男,35-44,5
2017,1,新北市,男,45-54,5
2017,1,新北市,男,55-64,3
2017,1,新北市,男,65以上,2
2017,1,新竹市,男,25-34,1
2017,1,新竹縣,男,35-44,1
2017,1,嘉義縣,男,15-24,1
2017,1,彰化縣,男,25-34,4
2017,1,彰化縣,男,45-54,1
2017,2,台中市,男,15-24,5
2017,2,台中市,男,25-34,2
2017,2,台中市,男,35-44,7
2017,2,台中市,男,45-54,1
2017,2,台北市,男,15-24,1
2017,2,台北市,男,25-34,2
2017,2,台北市,男,35-44,1
2017,2,台北市,男,45-54,2
2017,2,台東縣,男,15-24,1
2017,2,台東縣,男,25-34,1
2017,2,台東縣,男,35-44,1
2017,2,台東縣,男,45-54,1
2017,2,台南市,男,15-24,3
2017,2,台南市,男,25-34,1
2017,2,台南市,男,35-44,1
2017,2,台南市,男,45-54,1
2017,2,台南市,男,55-64,1
2017,2,宜蘭縣,男,15-24,1
2017,2,宜蘭縣,男,25-34,3
2017,2,南投縣,男,35-44,1
2017,2,南投縣,男,65以上,1
2017,2,屏東縣,男,15-24,2
2017,2,屏東縣,男,25-34,1
2017,2,桃園市,男,25-34,4
2017,2,桃園市,男,35-44,3
2017,2,桃園市,男,45-54,1
2017,2,高雄市,男,15-24,1
2017,2,高雄市,男,25-34,1
2017,2,高雄市,男,35-44,1
2017,2,高雄市,男,45-54,2
2017,2,雲林縣,男,15-24,1
2017,2,雲林縣,男,25-34,2
2017,2,雲林縣,男,35-44,1
2017,2,新北市,女,25-34,1
2017,2,新北市,女,35-44,1
2017,2,新北市,男,15-24,5
2017,2,新北市,男,25-34,8
2017,2,新北市,男,35-44,6
2017,2,新北市,男,45-54,1
2017,2,新北市,男,55-64,1
2017,2,新竹市,男,25-34,1
2017,2,新竹縣,男,15-24,1
2017,2,新竹縣,男,35-44,1
2017,2,嘉義市,男,45-54,1
2017,2,嘉義縣,男,25-34,1
2017,2,彰化縣,男,15-24,2
2017,2,彰化縣,男,45-54,1
2017,3,台中市,男,15-24,2
2017,3,台中市,男,25-34,6
2017,3,台中市,男,35-44,4
2017,3,台中市,男,55-64,2
2017,3,台北市,女,55-64,1
2017,3,台北市,男,15-24,3
2017,3,台北市,男,25-34,3
2017,3,台北市,男,35-44,4
2017,3,台北市,男,45-54,5
2017,3,台北市,男,65以上,1
2017,3,台南市,男,15-24,1
2017,3,台南市,男,25-34,1
2017,3,台南市,男,45-54,1
2017,3,宜蘭縣,男,25-34,1
2017,3,宜蘭縣,男,35-44,1
2017,3,花蓮縣,男,15-24,1
2017,3,南投縣,男,15-24,1
2017,3,南投縣,男,35-44,1
2017,3,南投縣,男,45-54,1
2017,3,屏東縣,男,15-24,2
2017,3,屏東縣,男,25-34,1
2017,3,屏東縣,男,35-44,3
2017,3,屏東縣,男,45-54,1
2017,3,屏東縣,男,55-64,1
2017,3,苗栗縣,男,35-44,1
2017,3,桃園市,男,25-34,3
2017,3,桃園市,男,35-44,1
2017,3,高雄市,男,15-24,2
2017,3,高雄市,男,25-34,7
2017,3,高雄市,男,35-44,10
2017,3,高雄市,男,45-54,3
2017,3,高雄市,男,55-64,1
2017,3,基隆市,男,15-24,1
2017,3,基隆市,男,25-34,4
2017,3,基隆市,男,35-44,1
2017,3,基隆市,男,45-54,1
2017,3,雲林縣,男,45-54,2
2017,3,新北市,女,45-54,1
2017,3,新北市,男,15-24,3
2017,3,新北市,男,25-34,10
2017,3,新北市,男,35-44,9
2017,3,新北市,男,45-54,2
2017,3,新北市,男,55-64,1
2017,3,新竹市,男,15-24,2
2017,3,新竹市,男,25-34,1
2017,3,新竹市,男,45-54,1
2017,3,新竹縣,男,25-34,1
2017,3,新竹縣,男,35-44,1
2017,3,嘉義縣,男,35-44,1
2017,3,彰化縣,男,55-64,1
2017,4,台中市,男,15-24,5
2017,4,台中市,男,25-34,6
2017,4,台中市,男,35-44,1
2017,4,台北市,女,65以上,1
2017,4,台北市,男,15-24,2
2017,4,台北市,男,25-34,3
2017,4,台北市,男,35-44,2
2017,4,台北市,男,45-54,2
2017,4,台東縣,男,25-34,1
2017,4,台東縣,男,65以上,1
2017,4,台南市,男,25-34,5
2017,4,台南市,男,35-44,4
2017,4,台南市,男,55-64,1
2017,4,宜蘭縣,男,25-34,1
2017,4,花蓮縣,女,65以上,1
2017,4,花蓮縣,男,15-24,1
2017,4,花蓮縣,男,25-34,3
2017,4,南投縣,男,15-24,2
2017,4,屏東縣,男,15-24,1
2017,4,桃園市,男,15-24,1
2017,4,桃園市,男,25-34,4
2017,4,桃園市,男,35-44,3
2017,4,桃園市,男,45-54,1
2017,4,高雄市,女,35-44,1
2017,4,高雄市,男,15-24,3
2017,4,高雄市,男,25-34,6
2017,4,高雄市,男,35-44,8
2017,4,高雄市,男,45-54,1
2017,4,基隆市,男,35-44,1
2017,4,雲林縣,男,15-24,1
2017,4,雲林縣,男,25-34,2
2017,4,雲林縣,男,55-64,1
2017,4,新北市,男,0-14,1
2017,4,新北市,男,15-24,6
2017,4,新北市,男,25-34,4
2017,4,新北市,男,35-44,4
2017,4,新北市,男,45-54,3
2017,4,新北市,男,55-64,1
2017,4,新竹縣,女,25-34,1
2017,4,嘉義縣,男,35-44,1
2017,4,彰化縣,男,15-24,1
2017,4,彰化縣,男,25-34,3
2017,4,彰化縣,男,35-44,1
2017,5,台中市,女,25-34,1
2017,5,台中市,男,15-24,4
2017,5,台中市,男,25-34,10
2017,5,台中市,男,35-44,3
2017,5,台中市,男,45-54,1
2017,5,台中市,男,55-64,1
2017,5,台北市,男,15-24,3
2017,5,台北市,男,25-34,5
2017,5,台北市,男,35-44,2
2017,5,台北市,男,45-54,1
2017,5,台南市,女,25-34,1
2017,5,台南市,男,15-24,2
2017,5,台南市,男,25-34,4
2017,5,台南市,男,35-44,4
2017,5,台南市,男,45-54,3
2017,5,台南市,男,55-64,1
2017,5,台南市,男,65以上,1
2017,5,花蓮縣,男,15-24,1
2017,5,花蓮縣,男,25-34,1
2017,5,南投縣,男,15-24,1
2017,5,南投縣,男,25-34,1
2017,5,南投縣,男,35-44,1
2017,5,南投縣,男,45-54,1
2017,5,屏東縣,男,15-24,2
2017,5,屏東縣,男,45-54,1
2017,5,苗栗縣,男,25-34,1
