AIDS診斷年份,AIDS診斷月份,縣市別,性別,診斷年齡分組,個案數
1986,2,台北市,男,25-34,1
1987,9,台中市,男,35-44,1
1988,5,台南市,男,25-34,1
1988,10,新北市,男,35-44,1
1989,3,新北市,男,25-34,2
1989,4,新北市,男,55-64,1
1989,8,桃園市,男,25-34,1
1989,8,桃園市,男,45-54,1
1989,10,新北市,男,25-34,1
1989,10,新北市,男,65以上,1
1989,11,新北市,男,35-44,1
1990,5,台北市,男,15-24,1
1990,6,台北市,男,25-34,1
1990,7,台北市,男,45-54,1
1990,8,新北市,男,35-44,1
1990,9,台北市,男,25-34,1
1991,1,高雄市,男,25-34,1
1991,2,新竹縣,男,25-34,1
1991,5,台北市,男,25-34,1
1991,7,屏東縣,男,25-34,1
1991,7,高雄市,男,35-44,1
1991,9,新北市,男,25-34,1
1991,10,台中市,男,25-34,1
1991,10,台北市,男,25-34,1
1991,11,台北市,男,25-34,1
1991,11,台北市,男,45-54,1
1991,12,台北市,男,55-64,1
1991,12,彰化縣,男,55-64,1
1992,1,台北市,女,25-34,1
1992,2,新北市,男,45-54,1
1992,3,新北市,男,25-34,1
1992,3,新竹市,男,35-44,1
1992,4,台北市,女,65以上,1
1992,5,新北市,男,25-34,1
1992,5,新北市,男,55-64,1
1992,6,高雄市,男,35-44,1
1992,6,新北市,男,25-34,1
1992,8,台北市,女,25-34,1
1992,8,新北市,男,25-34,1
1992,8,彰化縣,男,25-34,1
1992,9,南投縣,男,25-34,1
1992,9,屏東縣,男,25-34,1
1992,9,新北市,男,35-44,1
1992,9,新北市,男,45-54,1
1992,9,新北市,男,55-64,1
1992,9,彰化縣,男,15-24,1
1992,10,桃園市,男,25-34,1
1992,10,彰化縣,男,55-64,1
1992,11,台北市,男,65以上,1
1992,11,雲林縣,男,35-44,1
1992,11,新北市,男,35-44,1
1993,1,新北市,男,35-44,1
1993,1,新北市,男,45-54,1
1993,1,新北市,男,55-64,1
1993,2,台中市,男,35-44,1
1993,2,新北市,女,15-24,1
1993,2,新北市,男,25-34,1
1993,2,新北市,男,65以上,1
1993,4,新北市,男,45-54,1
1993,5,台北市,女,25-34,1
1993,5,台北市,男,45-54,1
1993,5,澎湖縣,男,35-44,1
1993,6,台北市,男,35-44,1
1993,6,新北市,男,25-34,1
1993,7,台中市,男,25-34,1
1993,7,台北市,男,35-44,2
1993,7,新北市,女,45-54,1
1993,7,新北市,男,35-44,1
1993,8,台北市,男,25-34,1
1993,8,屏東縣,男,55-64,1
1993,9,台北市,男,55-64,1
1993,9,基隆市,男,25-34,1
1993,10,桃園市,男,25-34,1
1993,10,高雄市,男,25-34,1
1993,10,新北市,男,65以上,1
1993,11,台北市,男,55-64,1
1993,11,台南市,男,55-64,1
1993,11,高雄市,男,25-34,1
1993,11,新北市,男,25-34,1
1993,11,新北市,男,65以上,1
1993,12,台北市,男,15-24,1
1993,12,台北市,男,25-34,1
1993,12,桃園市,男,35-44,1
1993,12,高雄市,男,25-34,1
1993,12,嘉義縣,男,45-54,1
1994,1,台北市,男,25-34,1
1994,1,台北市,男,35-44,1
1994,1,台南市,男,45-54,1
1994,1,高雄市,男,15-24,1
1994,1,新北市,男,25-34,1
1994,2,台南市,男,35-44,1
1994,2,南投縣,男,25-34,1
1994,2,雲林縣,男,35-44,1
1994,2,新北市,男,45-54,1
1994,3,台南市,男,25-34,1
1994,3,台南市,男,35-44,1
1994,3,苗栗縣,男,25-34,1
1994,3,桃園市,男,35-44,1
1994,3,新北市,男,25-34,1
1994,4,台北市,男,35-44,1
1994,4,桃園市,男,15-24,1
1994,4,高雄市,男,45-54,1
1994,4,高雄市,男,55-64,1
1994,4,新北市,男,25-34,1
1994,5,台北市,男,35-44,1
1994,5,台北市,男,55-64,1
1994,5,台南市,男,15-24,1
1994,5,台南市,男,45-54,1
1994,5,新北市,男,35-44,2
1994,5,新北市,男,45-54,1
1994,6,台北市,男,25-34,3
1994,6,台北市,男,45-54,2
1994,6,花蓮縣,男,25-34,2
1994,6,新北市,男,35-44,1
1994,6,新北市,男,45-54,1
1994,7,高雄市,男,55-64,1
1994,7,新北市,男,25-34,2
1994,7,新北市,男,35-44,1
1994,8,台南市,男,65以上,1
1994,8,南投縣,男,25-34,1
1994,8,屏東縣,男,25-34,1
1994,8,高雄市,男,25-34,1
1994,9,台北市,男,25-34,1
1994,9,台北市,男,45-54,1
1994,9,台南市,男,25-34,1
1994,9,宜蘭縣,男,25-34,2
1994,9,桃園市,男,25-34,1
1994,9,新北市,男,25-34,1
1994,10,台北市,女,25-34,1
1994,10,台北市,男,45-54,3
1994,10,屏東縣,男,25-34,1
1994,10,嘉義縣,男,25-34,1
1994,11,台中市,男,55-64,1
1994,11,台北市,男,35-44,1
1994,11,花蓮縣,男,25-34,1
1994,11,苗栗縣,男,15-24,1
1994,11,桃園市,男,35-44,1
1994,11,新北市,女,35-44,1
1994,12,苗栗縣,男,35-44,1
1994,12,新北市,男,45-54,1
1995,1,台南市,男,25-34,1
1995,1,台南市,男,35-44,1
1995,1,苗栗縣,男,25-34,1
1995,1,彰化縣,男,25-34,1
1995,2,台中市,男,35-44,1
1995,2,台北市,男,25-34,1
1995,2,台北市,男,35-44,1
1995,2,桃園市,男,35-44,1
1995,2,新北市,男,25-34,3
1995,3,台中市,男,25-34,1
1995,3,台北市,男,35-44,1
1995,3,台南市,男,25-34,1
1995,3,宜蘭縣,男,65以上,1
1995,3,花蓮縣,男,25-34,1
1995,3,新北市,男,25-34,1
1995,3,新北市,男,45-54,1
1995,3,新竹縣,男,35-44,1
1995,4,台北市,男,45-54,1
1995,4,台北市,男,65以上,1
1995,4,台南市,男,35-44,1
1995,4,高雄市,男,35-44,1
1995,4,新北市,男,45-54,2
1995,4,新竹縣,男,25-34,1
1995,5,台中市,男,15-24,1
1995,5,台北市,男,35-44,1
1995,5,基隆市,男,45-54,1
1995,5,新北市,男,25-34,1
1995,6,台北市,男,45-54,2
1995,6,台南市,男,35-44,1
1995,6,花蓮縣,男,25-34,1
1995,6,新北市,男,25-34,2
1995,7,台北市,男,25-34,1
1995,7,台北市,男,35-44,1
1995,7,台北市,男,45-54,2
1995,7,台南市,男,25-34,1
1995,7,台南市,男,35-44,1
1995,7,苗栗縣,男,25-34,2
1995,7,桃園市,男,25-34,1
1995,7,新北市,男,25-34,2
1995,7,新北市,男,35-44,1
1995,7,新北市,男,45-54,1
1995,8,台中市,男,35-44,1
1995,8,台中市,男,55-64,1
1995,8,台北市,男,45-54,2
1995,8,台東縣,男,25-34,1
1995,8,新北市,女,35-44,1
1995,8,新北市,男,25-34,1
1995,8,新北市,男,65以上,1
1995,9,台中市,女,25-34,1
1995,9,台北市,男,35-44,1
1995,9,台北市,男,45-54,2
1995,9,台南市,男,35-44,1
1995,9,台南市,男,65以上,1
1995,9,屏東縣,男,25-34,1
1995,9,新北市,男,15-24,1
1995,9,新北市,男,25-34,1
1995,9,新竹縣,男,25-34,1
1995,9,嘉義縣,男,35-44,1
1995,10,台北市,男,25-34,1
1995,10,台北市,男,35-44,3
1995,10,台南市,男,25-34,2
1995,10,高雄市,男,45-54,1
1995,10,新北市,男,25-34,1
1995,10,新北市,男,35-44,1
1995,10,新北市,男,55-64,1
1995,10,新北市,男,65以上,1
1995,11,台中市,男,25-34,1
1995,11,台北市,男,25-34,2
1995,11,台北市,男,35-44,1
1995,11,桃園市,男,25-34,2
1995,11,新北市,男,35-44,1
1995,11,新竹市,男,45-54,1
1995,11,新竹市,男,55-64,1
1995,11,新竹縣,男,25-34,1
1995,12,台中市,女,25-34,1
1995,12,台中市,男,35-44,2
1995,12,台北市,男,35-44,1
1995,12,桃園市,男,25-34,2
1995,12,新北市,男,25-34,1
1995,12,新北市,男,35-44,1
1996,1,台中市,男,15-24,1
1996,1,台中市,男,25-34,1
1996,1,台南市,女,15-24,1
1996,1,台南市,男,35-44,1
1996,1,苗栗縣,男,35-44,1
1996,1,高雄市,男,25-34,1
1996,1,高雄市,男,65以上,1
1996,1,新北市,男,35-44,1
1996,1,彰化縣,男,25-34,1
1996,2,台中市,男,15-24,1
1996,2,台中市,男,45-54,1
1996,2,台中市,男,65以上,1
1996,2,台北市,男,25-34,2
1996,2,台北市,男,45-54,1
1996,2,台北市,男,55-64,1
1996,2,台南市,男,55-64,1
1996,2,高雄市,男,35-44,1
1996,2,新北市,男,35-44,1
1996,2,新北市,男,45-54,1
1996,3,台中市,女,25-34,1
1996,3,台中市,男,35-44,2
1996,3,台北市,男,25-34,2
1996,3,台北市,男,35-44,1
1996,3,台北市,男,55-64,1
1996,3,花蓮縣,男,25-34,1
1996,3,南投縣,男,35-44,1
1996,3,苗栗縣,男,25-34,1
1996,3,高雄市,女,55-64,1
1996,3,高雄市,男,25-34,1
1996,3,基隆市,男,35-44,1
1996,3,新北市,男,15-24,1
1996,3,新北市,男,25-34,1
1996,3,新北市,男,35-44,1
1996,3,新北市,男,45-54,2
1996,4,台北市,男,25-34,4
1996,4,台北市,男,55-64,1
1996,4,台南市,男,25-34,1
1996,4,桃園市,男,25-34,2
1996,4,桃園市,男,35-44,1
1996,4,桃園市,男,55-64,1
1996,4,高雄市,男,45-54,1
1996,4,新北市,男,45-54,2
1996,4,新北市,男,55-64,1
1996,4,新北市,男,65以上,1
1996,4,彰化縣,男,25-34,1
1996,5,台中市,男,25-34,1
1996,5,台中市,男,35-44,1
1996,5,台北市,男,25-34,2
1996,5,台南市,男,55-64,1
1996,5,宜蘭縣,男,15-24,1
1996,5,屏東縣,男,25-34,1
1996,5,屏東縣,男,35-44,2
1996,5,雲林縣,男,25-34,1
1996,5,新北市,男,25-34,3
1996,5,新北市,男,45-54,1
1996,5,新竹市,男,25-34,1
1996,5,嘉義市,男,25-34,1
1996,6,台中市,男,25-34,2
1996,6,台中市,男,45-54,1
1996,6,台中市,男,65以上,1
1996,6,台北市,男,35-44,1
1996,6,台南市,男,25-34,1
1996,6,台南市,男,45-54,1
1996,6,新北市,男,25-34,4
1996,6,新北市,男,35-44,2
1996,7,台北市,男,25-34,1
1996,7,台北市,男,35-44,1
1996,7,台南市,男,35-44,1
1996,7,苗栗縣,男,35-44,1
1996,7,高雄市,男,25-34,2
1996,7,雲林縣,男,45-54,1
1996,7,新北市,男,25-34,1
1996,7,新北市,男,35-44,1
1996,7,新北市,男,55-64,1
1996,7,彰化縣,男,35-44,1
1996,8,台中市,男,25-34,1
1996,8,台北市,男,25-34,1
1996,8,台北市,男,45-54,2
1996,8,台北市,男,65以上,1
1996,8,台南市,男,25-34,1
1996,8,屏東縣,男,25-34,1
1996,8,高雄市,男,35-44,1
1996,8,新竹縣,男,25-34,1
1996,9,台中市,女,25-34,1
1996,9,台中市,女,55-64,1
1996,9,台北市,男,35-44,1
1996,9,台南市,男,65以上,1
1996,9,苗栗縣,女,35-44,1
1996,9,桃園市,男,35-44,1
1996,9,高雄市,男,25-34,1
1996,9,高雄市,男,35-44,2
1996,9,新北市,男,25-34,1
1996,9,新北市,男,35-44,2
1996,9,嘉義縣,男,45-54,1
1996,10,台中市,男,25-34,2
1996,10,台北市,女,25-34,1
1996,10,台北市,男,15-24,1
1996,10,台北市,男,25-34,1
1996,10,台南市,男,35-44,1
1996,10,屏東縣,男,35-44,1
1996,10,高雄市,男,35-44,1
1996,10,高雄市,男,45-54,1
1996,10,新北市,女,45-54,1
1996,10,新北市,男,25-34,5
1996,10,新北市,男,35-44,1
1996,10,新北市,男,45-54,1
1996,10,新北市,男,65以上,1
1996,11,台中市,男,15-24,1
1996,11,台中市,男,25-34,1
1996,11,台北市,男,25-34,1
1996,11,台南市,男,25-34,1
1996,11,桃園市,男,45-54,1
1996,11,高雄市,男,55-64,1
1996,11,基隆市,男,35-44,1
1996,11,新北市,男,25-34,3
1996,11,新北市,男,35-44,2
1996,11,新北市,男,45-54,1
1996,12,台南市,男,25-34,1
1996,12,屏東縣,男,25-34,1
1996,12,屏東縣,男,45-54,1
1996,12,基隆市,男,35-44,1
1996,12,新北市,男,25-34,2
1996,12,新北市,男,35-44,2
1996,12,新北市,男,65以上,1
1997,1,台中市,男,15-24,1
1997,1,台北市,男,25-34,1
1997,1,台南市,男,15-24,1
1997,1,台南市,男,25-34,1
1997,1,台南市,男,35-44,1
1997,1,台南市,男,55-64,1
1997,1,屏東縣,男,45-54,1
1997,1,桃園市,男,35-44,1
1997,1,高雄市,男,25-34,1
1997,1,高雄市,男,35-44,1
1997,1,高雄市,男,45-54,1
1997,1,基隆市,男,25-34,1
1997,1,新北市,女,55-64,1
1997,1,新北市,男,25-34,1
1997,1,新北市,男,55-64,1
1997,1,新竹縣,女,25-34,1
1997,2,台北市,男,25-34,1
1997,2,南投縣,男,35-44,1
1997,2,桃園市,男,25-34,1
1997,2,桃園市,男,35-44,1
1997,2,高雄市,男,25-34,1
1997,2,新北市,男,25-34,1
1997,2,新北市,男,35-44,1
1997,2,新北市,男,45-54,1
1997,3,台中市,男,65以上,1
1997,3,台北市,男,15-24,1
1997,3,台北市,男,35-44,1
1997,3,宜蘭縣,女,15-24,1
1997,3,花蓮縣,男,35-44,1
1997,3,屏東縣,男,35-44,1
1997,3,桃園市,男,35-44,1
1997,3,高雄市,男,45-54,1
1997,3,高雄市,男,55-64,1
1997,3,新北市,男,25-34,1
1997,4,台中市,男,35-44,1
1997,4,台中市,男,55-64,1
1997,4,台北市,男,25-34,2
1997,4,台北市,男,55-64,1
1997,4,花蓮縣,男,25-34,1
1997,4,桃園市,男,25-34,1
1997,4,新北市,男,35-44,1
1997,4,新北市,男,45-54,1
1997,4,新竹市,男,25-34,1
1997,5,台中市,男,25-34,3
1997,5,台中市,男,45-54,1
1997,5,台北市,男,35-44,1
1997,5,台北市,男,45-54,1
1997,5,台東縣,男,25-34,1
1997,5,南投縣,男,25-34,2
1997,5,屏東縣,男,25-34,2
1997,5,屏東縣,男,35-44,1
1997,5,桃園市,男,25-34,1
1997,5,新北市,男,25-34,1
1997,5,新北市,男,35-44,2
1997,5,新北市,男,45-54,1
1997,5,新北市,男,55-64,1
1997,5,新竹縣,男,45-54,1
1997,5,嘉義市,男,55-64,1
1997,6,台中市,男,25-34,2
1997,6,台北市,男,25-34,1
1997,6,台北市,男,35-44,1
1997,6,台南市,男,55-64,1
1997,6,桃園市,男,25-34,1
1997,6,桃園市,男,45-54,1
1997,6,高雄市,男,25-34,1
1997,6,新北市,女,35-44,1
1997,6,新北市,男,25-34,1
1997,6,新北市,男,35-44,2
1997,7,台中市,男,25-34,1
1997,7,台北市,男,25-34,1
1997,7,台北市,男,35-44,1
1997,7,桃園市,男,25-34,1
1997,7,桃園市,男,35-44,1
1997,7,高雄市,男,35-44,1
1997,7,彰化縣,女,65以上,1
1997,8,台中市,男,35-44,1
1997,8,台北市,男,25-34,2
1997,8,台北市,男,35-44,1
1997,8,台南市,男,25-34,1
1997,8,屏東縣,男,35-44,1
1997,8,桃園市,男,25-34,1
1997,9,台中市,男,25-34,1
1997,9,台南市,男,25-34,1
1997,9,屏東縣,男,35-44,1
1997,9,桃園市,男,35-44,1
1997,9,新北市,男,35-44,1
1997,9,嘉義縣,男,45-54,1
1997,10,台北市,男,35-44,1
1997,10,花蓮縣,男,25-34,1
1997,10,南投縣,男,45-54,1
1997,10,桃園市,女,25-34,1
1997,10,高雄市,男,15-24,1
1997,10,高雄市,男,35-44,3
1997,10,基隆市,男,25-34,1
1997,10,新北市,男,25-34,1
1997,10,新北市,男,45-54,1
1997,10,嘉義縣,男,65以上,1
1997,11,台北市,男,25-34,1
1997,11,台北市,男,35-44,1
1997,11,台北市,男,55-64,1
1997,11,台南市,男,55-64,1
1997,11,宜蘭縣,男,25-34,1
1997,11,桃園市,女,25-34,1
1997,11,桃園市,男,25-34,1
1997,11,桃園市,男,35-44,1
1997,11,高雄市,男,45-54,1
1997,11,基隆市,男,25-34,1
1997,11,新竹市,男,45-54,1
1997,12,台中市,男,35-44,1
1997,12,台北市,男,25-34,1
1997,12,台北市,男,35-44,1
1997,12,台北市,男,65以上,1
1997,12,屏東縣,男,25-34,1
1997,12,屏東縣,男,55-64,1
1997,12,桃園市,男,25-34,2
1997,12,高雄市,男,35-44,3
1997,12,高雄市,男,45-54,2
1997,12,雲林縣,男,25-34,1
1997,12,新北市,男,35-44,2
1997,12,彰化縣,男,45-54,1
1998,1,台中市,男,25-34,3
1998,1,台北市,男,35-44,1
1998,1,屏東縣,男,25-34,1
1998,1,基隆市,男,35-44,1
1998,1,新北市,男,25-34,1
1998,2,台中市,男,25-34,1
1998,2,台中市,男,35-44,1
1998,2,台北市,男,25-34,1
1998,2,台南市,男,15-24,1
1998,2,台南市,男,25-34,1
1998,2,南投縣,男,35-44,1
1998,2,桃園市,男,35-44,1
1998,2,桃園市,男,55-64,1
1998,2,基隆市,男,25-34,1
1998,2,新北市,男,25-34,2
1998,2,彰化縣,男,25-34,2
1998,3,台中市,男,45-54,1
1998,3,台北市,男,15-24,1
1998,3,台北市,男,45-54,1
1998,3,台南市,男,35-44,2
1998,3,花蓮縣,男,25-34,1
1998,3,屏東縣,男,35-44,2
1998,3,高雄市,男,25-34,3
1998,3,高雄市,男,35-44,1
1998,3,高雄市,男,45-54,2
1998,3,基隆市,男,25-34,1
1998,3,新北市,男,25-34,3
1998,3,新竹市,女,45-54,1
1998,3,新竹市,男,35-44,2
1998,3,彰化縣,女,55-64,1
1998,4,台中市,男,35-44,1
1998,4,台北市,男,25-34,1
1998,4,台北市,男,35-44,1
1998,4,台南市,男,15-24,1
1998,4,台南市,男,35-44,1
1998,4,花蓮縣,女,35-44,1
1998,4,屏東縣,男,35-44,1
1998,4,新北市,男,35-44,2
1998,5,台中市,男,35-44,1
1998,5,台中市,男,45-54,1
1998,5,台北市,女,25-34,1
1998,5,台北市,男,25-34,3
1998,5,南投縣,男,45-54,1
1998,5,屏東縣,男,25-34,1
1998,5,苗栗縣,男,45-54,1
1998,5,高雄市,男,25-34,1
1998,5,高雄市,男,55-64,1
1998,5,基隆市,女,45-54,1
1998,5,新北市,男,25-34,1
1998,5,嘉義市,男,25-34,1
1998,5,嘉義縣,男,45-54,2
1998,6,台中市,男,35-44,1
1998,6,台中市,男,45-54,1
1998,6,台南市,男,35-44,1
1998,6,宜蘭縣,男,25-34,1
1998,6,屏東縣,女,35-44,1
1998,6,桃園市,女,25-34,1
1998,6,桃園市,男,15-24,1
1998,6,新北市,女,25-34,1
1998,6,新北市,男,25-34,1
1998,6,新北市,男,35-44,1
1998,6,新北市,男,55-64,1
1998,6,彰化縣,男,35-44,1
1998,7,台中市,男,25-34,2
1998,7,台中市,男,35-44,1
1998,7,台北市,男,45-54,1
1998,7,台南市,男,35-44,1
1998,7,台南市,男,45-54,1
1998,7,高雄市,男,35-44,1
1998,7,新北市,男,25-34,1
1998,7,新北市,男,35-44,2
1998,7,新北市,男,45-54,2
1998,7,新竹市,男,35-44,1
1998,7,嘉義縣,男,35-44,1
1998,7,彰化縣,男,25-34,1
1998,8,台中市,女,45-54,1
1998,8,台中市,男,35-44,1
1998,8,台北市,男,25-34,1
1998,8,台南市,男,25-34,1
1998,8,桃園市,男,35-44,1
1998,8,高雄市,男,25-34,3
1998,8,新北市,男,25-34,1
1998,8,新北市,男,35-44,1
1998,8,新北市,男,45-54,2
1998,8,新北市,男,65以上,1
1998,9,台中市,男,25-34,2
1998,9,台北市,男,65以上,2
1998,9,花蓮縣,男,55-64,1
1998,9,南投縣,男,35-44,1
1998,9,屏東縣,男,25-34,1
1998,9,苗栗縣,男,35-44,1
1998,9,高雄市,男,35-44,1
1998,9,基隆市,男,35-44,1
1998,9,基隆市,男,45-54,1
1998,9,新竹市,男,35-44,1
1998,10,台中市,男,15-24,1
1998,10,台中市,男,25-34,2
1998,10,台中市,男,35-44,1
1998,10,台南市,男,25-34,1
1998,10,台南市,男,65以上,1
1998,10,南投縣,女,45-54,1
1998,10,苗栗縣,男,35-44,1
1998,10,基隆市,男,25-34,1
1998,10,新北市,男,35-44,1
1998,10,新北市,男,55-64,2
1998,10,新北市,男,65以上,1
1998,11,台北市,男,25-34,3
1998,11,台南市,男,35-44,1
1998,11,台南市,男,55-64,2
1998,11,花蓮縣,男,25-34,1
1998,11,屏東縣,男,35-44,1
1998,11,高雄市,男,35-44,1
1998,11,新北市,女,45-54,1
1998,11,新北市,男,25-34,2
1998,11,新竹縣,男,35-44,1
1998,12,台中市,男,25-34,2
1998,12,台中市,男,35-44,1
1998,12,高雄市,男,25-34,1
1998,12,高雄市,男,45-54,1
1998,12,基隆市,男,35-44,1
1998,12,新北市,男,25-34,2
1999,1,台中市,男,25-34,1
1999,1,台中市,男,35-44,1
1999,1,台中市,男,45-54,1
1999,1,台中市,男,55-64,1
1999,1,台北市,男,35-44,1
1999,1,台北市,男,45-54,1
1999,1,南投縣,男,55-64,1
1999,1,屏東縣,男,35-44,1
1999,1,桃園市,男,25-34,2
1999,1,桃園市,男,45-54,1
1999,1,高雄市,男,25-34,2
1999,1,高雄市,男,45-54,1
1999,1,新北市,男,35-44,2
1999,1,新北市,男,45-54,2
1999,2,台中市,男,35-44,1
1999,2,台北市,男,35-44,3
1999,2,台東縣,女,15-24,1
1999,2,台南市,女,25-34,1
1999,2,台南市,男,15-24,1
1999,2,苗栗縣,男,55-64,1
1999,2,桃園市,男,45-54,1
1999,2,新北市,女,35-44,1
1999,2,新北市,男,25-34,1
1999,2,新北市,男,35-44,2
1999,2,新北市,男,65以上,1
1999,2,嘉義市,男,25-34,1
1999,3,台中市,女,35-44,1
1999,3,台中市,男,25-34,1
1999,3,台北市,男,25-34,1
1999,3,台北市,男,35-44,1
1999,3,台南市,女,35-44,1
1999,3,台南市,男,25-34,1
1999,3,台南市,男,45-54,1
1999,3,雲林縣,男,35-44,1
1999,3,新北市,女,15-24,1
1999,3,新北市,男,65以上,1
1999,3,嘉義縣,男,45-54,1
1999,3,彰化縣,男,25-34,1
1999,4,台中市,男,25-34,1
1999,4,台中市,男,35-44,2
1999,4,台中市,男,55-64,1
1999,4,台南市,男,25-34,1
1999,4,台南市,男,35-44,1
1999,4,屏東縣,男,25-34,1
1999,4,桃園市,男,15-24,1
1999,4,桃園市,男,35-44,3
1999,4,高雄市,女,35-44,1
1999,4,高雄市,男,55-64,1
1999,4,雲林縣,男,25-34,1
1999,4,新北市,女,35-44,1
1999,4,新北市,男,25-34,2
1999,4,嘉義縣,男,25-34,1
1999,5,台北市,男,15-24,1
1999,5,台北市,男,25-34,2
1999,5,桃園市,男,25-34,1
1999,5,桃園市,男,35-44,1
1999,5,桃園市,男,55-64,1
1999,5,雲林縣,男,35-44,1
1999,5,新北市,男,25-34,1
1999,5,新北市,男,35-44,2
1999,5,新北市,男,45-54,1
1999,5,新北市,男,65以上,1
1999,5,新竹市,男,25-34,1
1999,5,新竹縣,男,25-34,1
1999,6,台中市,男,25-34,1
1999,6,台中市,男,35-44,1
1999,6,台北市,男,35-44,1
1999,6,台南市,男,45-54,1
1999,6,花蓮縣,男,35-44,1
1999,6,桃園市,女,25-34,1
1999,6,桃園市,男,35-44,1
1999,6,高雄市,男,25-34,1
1999,6,新北市,男,25-34,1
1999,6,新北市,男,45-54,1
1999,6,新北市,男,55-64,2
1999,6,彰化縣,男,35-44,1
1999,7,台中市,男,35-44,1
1999,7,台中市,男,45-54,1
1999,7,台北市,女,25-34,1
1999,7,台南市,男,65以上,1
1999,7,花蓮縣,女,45-54,1
1999,7,花蓮縣,男,35-44,1
1999,7,桃園市,男,35-44,1
1999,7,高雄市,女,25-34,1
1999,7,高雄市,女,35-44,1
1999,7,高雄市,男,15-24,1
1999,7,新北市,男,25-34,2
1999,7,新北市,男,45-54,1
1999,7,新竹縣,女,35-44,1
1999,8,台中市,男,35-44,3
1999,8,台北市,男,35-44,2
1999,8,台南市,女,45-54,1
1999,8,宜蘭縣,女,45-54,1
1999,8,花蓮縣,女,65以上,1
1999,8,南投縣,男,35-44,1
1999,8,桃園市,男,25-34,1
1999,8,高雄市,男,25-34,1
1999,8,高雄市,男,35-44,1
1999,8,基隆市,男,25-34,1
1999,8,新北市,男,25-34,1
1999,9,台中市,男,35-44,1
1999,9,台北市,男,15-24,1
1999,9,台北市,男,35-44,1
1999,9,台北市,男,55-64,2
1999,9,台南市,男,45-54,1
1999,9,宜蘭縣,男,65以上,1
1999,9,屏東縣,男,55-64,1
1999,9,桃園市,女,25-34,1
1999,9,桃園市,男,15-24,1
1999,9,桃園市,男,35-44,1
1999,9,高雄市,男,25-34,1
1999,9,新北市,男,35-44,1
1999,9,新北市,男,55-64,1
1999,9,嘉義市,男,45-54,1
1999,10,台中市,男,25-34,2
1999,10,台中市,男,35-44,1
1999,10,台南市,女,25-34,1
1999,10,台南市,男,25-34,1
1999,10,桃園市,男,15-24,2
1999,10,桃園市,男,25-34,1
1999,10,桃園市,男,35-44,1
1999,10,高雄市,男,25-34,1
1999,10,新北市,男,35-44,1
1999,11,台中市,男,35-44,1
1999,11,台北市,男,25-34,2
1999,11,台北市,男,35-44,1
1999,11,台北市,男,55-64,1
1999,11,台南市,男,25-34,1
1999,11,屏東縣,女,55-64,1
1999,11,苗栗縣,男,35-44,1
1999,11,桃園市,男,25-34,1
1999,11,桃園市,男,35-44,1
1999,11,桃園市,男,45-54,1
1999,11,基隆市,男,45-54,1
1999,11,新北市,女,35-44,1
1999,11,新北市,男,25-34,1
1999,11,新北市,男,35-44,2
1999,11,新北市,男,65以上,1
1999,12,台中市,男,25-34,2
1999,12,台北市,男,25-34,1
1999,12,台北市,男,35-44,2
1999,12,台南市,男,25-34,1
1999,12,花蓮縣,男,25-34,1
1999,12,花蓮縣,男,35-44,2
1999,12,屏東縣,男,25-34,1
1999,12,屏東縣,男,45-54,1
1999,12,桃園市,男,45-54,1
1999,12,高雄市,女,25-34,1
1999,12,高雄市,男,25-34,1
1999,12,高雄市,男,35-44,1
1999,12,基隆市,男,35-44,1
1999,12,新北市,男,25-34,1
1999,12,新北市,男,55-64,2
1999,12,嘉義縣,男,25-34,1
2000,1,台中市,男,35-44,1
2000,1,台北市,男,45-54,1
2000,1,台北市,男,65以上,1
2000,1,台南市,男,25-34,1
2000,1,花蓮縣,女,35-44,1
2000,1,花蓮縣,男,45-54,1
2000,1,屏東縣,男,55-64,1
2000,1,桃園市,男,35-44,2
2000,1,高雄市,男,15-24,1
2000,1,高雄市,男,25-34,2
2000,1,高雄市,男,45-54,1
2000,1,新北市,男,25-34,1
2000,2,台中市,男,15-24,2
2000,2,台中市,男,25-34,1
2000,2,台北市,女,35-44,1
2000,2,台北市,男,35-44,1
2000,2,台南市,男,35-44,1
2000,2,台南市,男,55-64,2
2000,2,桃園市,男,15-24,1
2000,2,桃園市,男,25-34,1
2000,2,高雄市,男,45-54,1
2000,2,高雄市,男,55-64,1
2000,3,台中市,男,15-24,1
2000,3,台中市,男,25-34,2
2000,3,台北市,男,25-34,1
2000,3,台北市,男,35-44,1
2000,3,桃園市,男,15-24,2
2000,3,高雄市,男,25-34,1
2000,3,基隆市,女,35-44,1
2000,3,新北市,女,55-64,1
2000,3,新竹縣,男,55-64,1
2000,4,台中市,女,55-64,1
2000,4,台中市,男,25-34,1
2000,4,台中市,男,35-44,2
2000,4,台南市,男,25-34,1
2000,4,桃園市,男,15-24,1
2000,4,高雄市,男,35-44,1
2000,4,新北市,男,25-34,1
2000,4,新北市,男,45-54,1
2000,5,台中市,男,35-44,1
2000,5,台中市,男,45-54,1
2000,5,台北市,男,25-34,1
2000,5,台北市,男,35-44,2
2000,5,南投縣,男,35-44,1
2000,5,屏東縣,男,25-34,1
2000,5,屏東縣,男,35-44,1
2000,5,高雄市,女,35-44,1
2000,5,高雄市,男,15-24,1
2000,5,高雄市,男,25-34,1
2000,5,雲林縣,男,35-44,1
2000,5,雲林縣,男,45-54,1
